field_1,field_1_1,OBJECTID,ID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,STATE_ID,ALT_NAME,ST_FIPS,OWNER,TTL_STAFF,BEDS,TRAUMA,HELIPAD,Unnamed: 0,counts,score
"330","330","334","6772501",WHITE RIVER MEDICAL CENTER,1710 HARRISON STREET,BATESVILLE,AR,"72501",NOT AVAILABLE,(870) 262-1200,GENERAL ACUTE CARE,OPEN,"224",INDEPENDENCE,"5063",USA,35.76786926,-91.63459098,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.healthy.arkansas.gov/images/uploads/pdf/hospitals_hfs_.xlsx,2022/01/21,IMAGERY/OTHER,2014/02/10,http://www.whiteriverhealthsystem.com,"418",NOT AVAILABLE,"5",NON-PROFIT,"-999","224",LEVEL III,Y,2,551,3
"331","331","335","3572519","IZARD COUNTY MEDICAL CENTER, LLC",61 GRASSE STREET,CALICO ROCK,AR,"72519","9056",(870) 297-2400,CRITICAL ACCESS,OPEN,"25",IZARD,"5065",USA,36.12677685,-92.12808717,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.healthy.arkansas.gov/images/uploads/pdf/hospitals_hfs_.xlsx,2022/01/21,IMAGERY/OTHER,2014/02/10,NOT AVAILABLE,AR5341,NOT AVAILABLE,"5",NON-PROFIT,"-999","25",NOT AVAILABLE,N,5,5637,6
"332","332","336","61172112",UNITY HEALTH HARRIS MEDICAL CENTER,1205 MCLAIN STREET,NEWPORT,AR,"72112","3533",(870) 523-8911,GENERAL ACUTE CARE,OPEN,"133",JACKSON,"5067",USA,35.60856885,-91.26506006,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.healthy.arkansas.gov/images/uploads/pdf/hospitals_hfs_.xlsx,2022/01/21,IMAGERY/OTHER,2014/11/18,NOT AVAILABLE,AR5107,NOT AVAILABLE,"5",NOT AVAILABLE,"-999","133",LEVEL IV,Y,3,1008,4
"333","333","337","6871603",JEFFERSON REGIONAL MEDICAL CENTER,1600 WEST 40TH AVENUE,PINE BLUFF,AR,"71603",NOT AVAILABLE,(870) 541-7100,GENERAL ACUTE CARE,OPEN,"300",JEFFERSON,"5069",USA,34.18773469,-92.0176802,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.healthy.arkansas.gov/images/uploads/pdf/hospitals_hfs_.xlsx,2022/01/21,IMAGERY/OTHER,2014/02/10,http://www.jrmc.org,AR4213,NOT AVAILABLE,"5",NON-PROFIT,"-999","300",LEVEL III,Y,2,551,3
"334","334","338","1472830",JOHNSON REGIONAL MEDICAL CENTER,1100 EAST POPLAR STREET,CLARKSVILLE,AR,"72830",NOT AVAILABLE,(479) 754-5454,GENERAL ACUTE CARE,OPEN,"90",JOHNSON,"5071",USA,35.46157579,-93.44408063,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.healthy.arkansas.gov/images/uploads/pdf/hospitals_hfs_.xlsx,2022/01/21,IMAGERY/OTHER,2014/02/10,http://www.jrmc.com,"3028",NOT AVAILABLE,"5",NON-PROFIT,"-999","90",LEVEL IV,Y,3,1008,4
"335","335","339","4872476",LAWRENCE MEMORIAL HOSPITAL,1309 WEST MAIN,WALNUT RIDGE,AR,"72476","1430",(870) 886-1200,CRITICAL ACCESS,OPEN,"25",LAWRENCE,"5075",USA,36.0737585,-90.96782345,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.healthy.arkansas.gov/images/uploads/pdf/hospitals_hfs_.xlsx,2022/01/21,IMAGERY/OTHER,2014/02/10,http://www.lawrencehealth.net,AR5522,NOT AVAILABLE,"5",GOVERNMENT - LOCAL,"-999","25",NOT AVAILABLE,Y,5,5637,6
"336","336","340","4071822",LITTLE RIVER MEMORIAL HOSPITAL,451 WEST LOCKE STREET,ASHDOWN,AR,"71822",NOT AVAILABLE,(870) 898-5011,CRITICAL ACCESS,OPEN,"25",LITTLE RIVER,"5081",USA,33.66925282,-94.13485202,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.healthy.arkansas.gov/images/uploads/pdf/hospitals_hfs_.xlsx,2022/01/21,IMAGERY/OTHER,2013/09/19,http://littlerivercounty.org/index.php/component/contact/34-hospital/98-little-river-memorial-hospital,AR5219,NOT AVAILABLE,"5",GOVERNMENT - LOCAL,"-999","25",NOT AVAILABLE,N,5,5637,6
"337","337","341","4972927",MERCY HOSPITAL BOONEVILLE,880 WEST MAIN STREET,BOONEVILLE,AR,"72927","3443",(479) 675-2800,CRITICAL ACCESS,OPEN,"25",LOGAN,"5083",USA,35.14032192,-93.93517063,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.healthy.arkansas.gov/images/uploads/pdf/hospitals_hfs_.xlsx,2022/01/21,IMAGERY/OTHER,2014/02/10,http://www.boonevillehospital.com,AR5030,NOT AVAILABLE,"5",NON-PROFIT,"-999","25",LEVEL IV,Y,3,1008,4
"338","338","342","5172855",MERCY HOSPITAL PARIS,500 EAST ACADEMY,PARIS,AR,"72855",NOT AVAILABLE,(479) 963-6101,CRITICAL ACCESS,OPEN,"16",LOGAN,"5083",USA,35.28929334,-93.72487855,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.healthy.arkansas.gov/images/uploads/pdf/hospitals_hfs_.xlsx,2022/01/21,IMAGERY/OTHER,2014/02/10,http://www.mercy.net/practice/mercy-hospital-paris,AR4938,NOT AVAILABLE,"5",NON-PROFIT,"-999","16",LEVEL IV,Y,3,1008,4
"339","339","343","196784207",CABOT EMERGENCY HOSPITAL,212 WILLIE RAY DRIVE,CABOT,AR,"72023",NOT AVAILABLE,(501) 333-9110,GENERAL ACUTE CARE,OPEN,"4",LONOKE,"5085",USA,34.9816286,-92.0347837,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.healthy.arkansas.gov/images/uploads/pdf/hospitals_hfs_.xlsx,2022/01/21,IMAGERY/OTHER,2022/04/01,NOT AVAILABLE,AR5615,NOT AVAILABLE,"5",NOT AVAILABLE,"-999","4",NOT AVAILABLE,N,5,5637,6
"340","340","344","63771854",RIVERVIEW BEHAVIORAL HEALTH,"701 ARKANSAS BOULEVARD, SUITE 300",TEXARKANA,AR,"71854",NOT AVAILABLE,(870) 772-5028,PSYCHIATRIC,OPEN,"62",MILLER,"5091",USA,33.46107002,-94.03409087,"622210",PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://www.healthy.arkansas.gov/images/uploads/pdf/hospitals_hfs_.xlsx,2022/01/21,IMAGERY/OTHER,2014/12/02,NOT AVAILABLE,AR5046,NOT AVAILABLE,"5",NOT AVAILABLE,"-999","62",NOT AVAILABLE,N,5,5637,6
"341","341","345","5272315",GREAT RIVER MEDICAL CENTER,1520 NORTH DIVISION STREET,BLYTHEVILLE,AR,"72315","1448",(870) 838-7300,GENERAL ACUTE CARE,OPEN,"99",MISSISSIPPI,"5093",USA,35.94301993,-89.91731125,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.healthy.arkansas.gov/images/uploads/pdf/hospitals_hfs_.xlsx,2022/01/21,IMAGERY,2014/02/10,http://www.mchsys.org/getpage.php?name=greatriver,AR4562,NOT AVAILABLE,"5",GOVERNMENT - LOCAL,"-999","99",LEVEL IV,Y,3,1008,4
"342","342","346","5772370",SOUTH MISSISSIPPI COUNTY REGIONAL MEDICAL CENTER,611 WEST LEE AVENUE,OSCEOLA,AR,"72370",NOT AVAILABLE,(870) 563-7000,CRITICAL ACCESS,OPEN,"25",MISSISSIPPI,"5093",USA,35.69970508,-89.97557004,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.healthy.arkansas.gov/images/uploads/pdf/hospitals_hfs_.xlsx,2022/01/21,IMAGERY/OTHER,2014/03/12,http://www.mchsys.org/getpage.php?name=smrmc,AR4563,NOT AVAILABLE,"5",GOVERNMENT - LOCAL,"-999","25",LEVEL IV,N,3,1008,4
"343","343","347","6171701",OUACHITA COUNTY MEDICAL CENTER,638 CALIFORNIA AVENUE,CAMDEN,AR,"71701",NOT AVAILABLE,(870) 836-1000,GENERAL ACUTE CARE,OPEN,"98",OUACHITA,"5103",USA,33.57582113,-92.83673933,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.healthy.arkansas.gov/images/uploads/pdf/hospitals_hfs_.xlsx,2022/01/21,IMAGERY/OTHER,2014/02/10,http://www.ouachitamedcenter.com,AR2653,NOT AVAILABLE,"5",NON-PROFIT,"-999","98",LEVEL IV,Y,3,1008,4
"344","344","348","7100000",HELENA REGIONAL MEDICAL CENTER,1801 MARTIN LUTHER KING JR DRIVE,HELENA,AR,"72342",NOT AVAILABLE,(870) 338-5800,GENERAL ACUTE CARE,OPEN,"155",PHILLIPS,"5107",USA,34.51028534,-90.62710336,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.healthy.arkansas.gov/images/uploads/pdf/hospitals_hfs_.xlsx,2022/01/21,IMAGERY/OTHER,2014/02/10,http://www.helenarmc.com,AR5527,NOT AVAILABLE,"5",PROPRIETARY,"-999","155",NOT AVAILABLE,Y,5,5637,6
"345","345","349","3271953",MENA REGIONAL HEALTH SYSTEM,311 NORTH MORROW STREET,MENA,AR,"71953",NOT AVAILABLE,(479) 394-6100,GENERAL ACUTE CARE,OPEN,"65",POLK,"5113",USA,34.5890536,-94.22163124,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.healthy.arkansas.gov/images/uploads/pdf/hospitals_hfs_.xlsx,2022/01/21,IMAGERY/OTHER,2014/02/10,http://menamedical.com/,AR4321,NOT AVAILABLE,"5",GOVERNMENT - LOCAL,"-999","65",LEVEL IV,Y,3,1008,4
"346","346","350","7272801",ST. MARY'S REGIONAL MEDICAL CENTER,1808 WEST MAIN STREET,RUSSELLVILLE,AR,"72801",NOT AVAILABLE,(479) 968-2841,GENERAL ACUTE CARE,OPEN,"170",POPE,"5115",USA,35.28355546,-93.15007797,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.healthy.arkansas.gov/images/uploads/pdf/hospitals_hfs_.xlsx,2022/01/21,IMAGERY/OTHER,2014/02/10,http://www.saintmarysregional.com,AR4192,NOT AVAILABLE,"5",PROPRIETARY,"-999","170",LEVEL III,Y,2,551,3
"347","347","351","63872202",ARKANSAS CHILDREN'S HOSPITAL,"1 CHILDREN'S WAY, SLOT 301",LITTLE ROCK,AR,"72202",NOT AVAILABLE,(501) 364-1100,CHILDREN,OPEN,"336",PULASKI,"5119",USA,34.74323635,-92.29317669,"622110","CHILDREN'S HOSPITALS, GENERAL",https://www.healthy.arkansas.gov/images/uploads/pdf/hospitals_hfs_.xlsx,2022/01/21,IMAGERY/OTHER,2014/12/02,NOT AVAILABLE,AR4640,NOT AVAILABLE,"5",NOT AVAILABLE,"-999","336",LEVEL I,Y,0,426,1
"348","348","352","8572211","ARKANSAS HEART HOSPITAL, LLC",1701 SOUTH SHACKLEFORD ROAD,LITTLE ROCK,AR,"72211",NOT AVAILABLE,(501) 219-7000,GENERAL ACUTE CARE,OPEN,"110",PULASKI,"5119",USA,34.7391732,-92.39327696,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.healthy.arkansas.gov/images/uploads/pdf/hospitals_hfs_.xlsx,2022/01/21,IMAGERY/OTHER,2014/03/12,http://www.arheart.com/,AR5092,NOT AVAILABLE,"5",PROPRIETARY,"-999","110",NOT AVAILABLE,Y,5,5637,6
"349","349","353","5300000",ARKANSAS SURGICAL HOSPITAL,5201 NORTH SHORE DRIVE,NORTH LITTLE ROCK,AR,"72118",NOT AVAILABLE,(501) 748-8000,SPECIAL,OPEN,"47",PULASKI,"5119",USA,34.80021039,-92.34888715,"622310",SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,https://www.healthy.arkansas.gov/images/uploads/pdf/hospitals_hfs_.xlsx,2022/01/21,IMAGERY/OTHER,2014/02/10,http://www.arksurgicalhospital.com,AR4280,NOT AVAILABLE,"5",PROPRIETARY,"-999","47",NOT AVAILABLE,N,5,5637,6
"350","350","354","63972205","BAPTIST HEALTH EXTENDED CARE HOSPTIAL - LITTLE ROCK, INC","9601 BAPTIST HEALTH DRIVE, 10TH FLOOR",LITTLE ROCK,AR,"72205",NOT AVAILABLE,(501) 202-1070,LONG TERM CARE,OPEN,"36",PULASKI,"5119",USA,34.7441789,-92.38121,"622310",SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,https://www.healthy.arkansas.gov/images/uploads/pdf/hospitals_hfs_.xlsx,2022/01/21,IMAGERY/OTHER,2014/12/02,NOT AVAILABLE,AR5295,NOT AVAILABLE,"5",NON-PROFIT,"-999","36",NOT AVAILABLE,Y,5,5637,6
"351","351","355","7372205",BAPTIST HEALTH MEDICAL CENTER - LITTLE ROCK,9601 BAPTIST HEALTH DRIVE,LITTLE ROCK,AR,"72205","6321",(501) 202-2200,GENERAL ACUTE CARE,OPEN,"827",PULASKI,"5119",USA,34.74389335,-92.38065104,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.healthy.arkansas.gov/images/uploads/pdf/hospitals_hfs_.xlsx,2022/01/21,IMAGERY/OTHER,2014/02/10,http://www.baptist-health.org/maps-directions/bhmc-lr,AR5299,NOT AVAILABLE,"5",NON-PROFIT,"-999","827",LEVEL II,Y,1,369,2
"352","352","356","60972209",BAPTIST HEALTH MEDICAL CENTER - LITTLE ROCK,11401 INTERSTATE 30,LITTLE ROCK,AR,"72209","7056",(501) 455-7101,PSYCHIATRIC,OPEN,"24",PULASKI,"5119",USA,34.65732672,-92.40274425,"622210",PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://www.healthy.arkansas.gov/images/uploads/pdf/hospitals_hfs_.xlsx,2022/01/21,IMAGERY,2014/11/18,NOT AVAILABLE,AR4555,NOT AVAILABLE,"5",NON-PROFIT,"-999","24",NOT AVAILABLE,Y,5,5637,6
"353","353","357","5000000",BAPTIST HEALTH MEDICAL CENTER - NORTH LITTLE ROCK,3333 SPRINGHILL DRIVE,NORTH LITTLE ROCK,AR,"72117",NOT AVAILABLE,(501) 202-3000,GENERAL ACUTE CARE,OPEN,"225",PULASKI,"5119",USA,34.78365489,-92.22340916,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.healthy.arkansas.gov/images/uploads/pdf/hospitals_hfs_.xlsx,2022/01/21,IMAGERY/OTHER,2014/02/10,https://www.baptist-health.com/locations/accesspoint.aspx?accesspointid=190,AR3828,NOT AVAILABLE,"5",NON-PROFIT,"-999","225",LEVEL III,Y,2,551,3
"354","354","358","64072205",BAPTIST HEALTH REHABILITATION INSTITUTE,9601 BAPTIST HEALTH DRIVE,LITTLE ROCK,AR,"72205","6321",(501) 202-7578,REHABILITATION,OPEN,"120",PULASKI,"5119",USA,34.74429608,-92.38181609,"622310","REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",https://www.healthy.arkansas.gov/images/uploads/pdf/hospitals_hfs_.xlsx,2022/01/21,IMAGERY/OTHER,2014/12/02,NOT AVAILABLE,AR4970,NOT AVAILABLE,"5",NON-PROFIT,"-999","120",NOT AVAILABLE,Y,5,5637,6
"355","355","359","8672205",CHI ST. VINCENT INFIRMARY,2 ST VINCENT CIRCLE,LITTLE ROCK,AR,"72205","5499",(501) 552-3000,GENERAL ACUTE CARE,OPEN,"615",PULASKI,"5119",USA,34.75001981,-92.33939373,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.healthy.arkansas.gov/images/uploads/pdf/hospitals_hfs_.xlsx,2022/01/21,IMAGERY/OTHER,2014/02/10,NOT AVAILABLE,AR5523,NOT AVAILABLE,"5",NON-PROFIT,"-999","615",LEVEL II,Y,1,369,2
"356","356","360","7900000",CHI ST. VINCENT SHERWOOD REHABILITATION HOSPITAL - PARTNER OF ENCOMPASS HEALTH,2201 WILDWOOD AVENUE,SHERWOOD,AR,"72120","5074",(501) 834-1800,REHABILITATION,OPEN,"80",PULASKI,"5119",USA,34.81339713,-92.20902203,"622310","REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",https://www.healthy.arkansas.gov/images/uploads/pdf/hospitals_hfs_.xlsx,2022/01/21,IMAGERY/OTHER,2013/09/18,https://www.stvincenthealth.com/svrehabhospital/index.html,AR5516,NOT AVAILABLE,"5",PROPRIETARY,"-999","80",NOT AVAILABLE,N,5,5637,6
"357","357","361","12272205",CORNERSTONE SPECIALTY HOSPITALS LITTLE ROCK,"2 ST VINCENT CIRCLE, 6TH FLOOR",LITTLE ROCK,AR,"72205","5423",(501) 265-0622,LONG TERM CARE,OPEN,"40",PULASKI,"5119",USA,34.75040053,-92.33858471,"622310",SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,https://www.healthy.arkansas.gov/images/uploads/pdf/hospitals_hfs_.xlsx,2022/01/21,IMAGERY/OTHER,2016/07/06,http://www.chghospitals.com/littlerock/,AR5519,NOT AVAILABLE,"5",PROPRIETARY,"-999","40",NOT AVAILABLE,Y,5,5637,6
"358","358","362","61772211",PINNACLE POINTE BEHAVIORAL HEALTHCARE SYSTEM,11501 FINANCIAL CENTRE PARKWAY,LITTLE ROCK,AR,"72211",NOT AVAILABLE,(501) 223-3322,PSYCHIATRIC,OPEN,"127",PULASKI,"5119",USA,34.7461006,-92.40171453,"622210",PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://www.healthy.arkansas.gov/images/uploads/pdf/hospitals_hfs_.xlsx,2022/01/21,IMAGERY/OTHER,2014/11/18,NOT AVAILABLE,AR5403,NOT AVAILABLE,"5",NOT AVAILABLE,"-999","127",NOT AVAILABLE,N,5,5637,6
"359","359","363","5400000",ST. VINCENT MEDICAL CENTER - NORTH,2215 WILDWOOD AVENUE,SHERWOOD,AR,"72120",NOT AVAILABLE,(501) 552-7100,GENERAL ACUTE CARE,OPEN,"69",PULASKI,"5119",USA,34.81309517,-92.20769063,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.healthy.arkansas.gov/images/uploads/pdf/hospitals_hfs_.xlsx,2022/01/21,IMAGERY/OTHER,2014/02/10,NOT AVAILABLE,AR4197,NOT AVAILABLE,"5",NON-PROFIT,"-999","69",NOT AVAILABLE,Y,5,5637,6
"360","360","364","8772113",THE BRIDGEWAY,21 BRIDGEWAY ROAD,NORTH LITTLE ROCK,AR,"72113",NOT AVAILABLE,(501) 771-1500,PSYCHIATRIC,OPEN,"127",PULASKI,"5119",USA,34.82206665,-92.35476763,"622210",PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://www.healthy.arkansas.gov/images/uploads/pdf/hospitals_hfs_.xlsx,2022/01/21,IMAGERY/OTHER,2014/02/10,http://www.thebridgeway.com,AR5164,NOT AVAILABLE,"5",PROPRIETARY,"-999","127",NOT AVAILABLE,N,5,5637,6
"361","361","365","3072205",UAMS MEDICAL CENTER,4301 WEST MARKHAM STREET,LITTLE ROCK,AR,"72205","7199",(501) 686-5000,GENERAL ACUTE CARE,OPEN,"450",PULASKI,"5119",USA,34.74902515,-92.32013731,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.healthy.arkansas.gov/images/uploads/pdf/hospitals_hfs_.xlsx,2022/01/21,IMAGERY/OTHER,2014/02/10,http://www.uamshealth.com/?id=1&sid=1,AR4128,NOT AVAILABLE,"5",GOVERNMENT - STATE,"-999","450",LEVEL I,Y,0,426,1
"362","362","366","6972113",UNITED METHODIST BEHAVIORAL HOSPITAL,1601 MURPHY DRIVE,MAUMELLE,AR,"72113",NOT AVAILABLE,(501) 803-3388,PSYCHIATRIC,OPEN,"60",PULASKI,"5119",USA,34.87643567,-92.39441325,"622210",PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://www.healthy.arkansas.gov/images/uploads/pdf/hospitals_hfs_.xlsx,2022/01/21,IMAGERY/OTHER,2014/02/10,http://www.umch.org,AR4089,NOT AVAILABLE,"5",NON-PROFIT,"-999","60",NOT AVAILABLE,N,5,5637,6
"363","363","367","8872455",ST. BERNARDS FIVE RIVERS MEDICAL CENTER,2801 MEDICAL CENTER DRIVE,POCAHONTAS,AR,"72455",NOT AVAILABLE,(870) 892-6000,GENERAL ACUTE CARE,OPEN,"50",RANDOLPH,"5121",USA,36.28976027,-90.99738763,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.healthy.arkansas.gov/images/uploads/pdf/hospitals_hfs_.xlsx,2022/01/21,IMAGERY/OTHER,2014/02/10,http://www.fiveriversmedicalcenter.com,AR5626,NOT AVAILABLE,"5",NON-PROFIT,"-999","50",LEVEL IV,Y,3,1008,4
"364","364","368","8172019",RIVENDELL BEHAVIORAL HEALTH SERVICES OF ARKANSAS,100 RIVENDELL DRIVE,BENTON,AR,"72019","0908",(501) 316-1255,PSYCHIATRIC,OPEN,"80",SALINE,"5125",USA,34.61384598,-92.53293133,"622210",PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://www.healthy.arkansas.gov/images/uploads/pdf/hospitals_hfs_.xlsx,2022/01/21,IMAGERY,2014/02/10,http://www.rivendellofarkansas.com,AR5169,NOT AVAILABLE,"5",PROPRIETARY,"-999","80",NOT AVAILABLE,N,5,5637,6
"365","365","369","9072015",SALINE MEMORIAL HOSPITAL,1 MEDICAL PARK DRIVE,BENTON,AR,"72015",NOT AVAILABLE,(501) 776-6000,GENERAL ACUTE CARE,OPEN,"177",SALINE,"5125",USA,34.5733526,-92.58599017,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.healthy.arkansas.gov/images/uploads/pdf/hospitals_hfs_.xlsx,2022/01/21,IMAGERY/OTHER,2014/03/13,http://www.salinememorial.org,AR5223,NOT AVAILABLE,"5",NON-PROFIT,"-999","177",LEVEL III,Y,2,551,3
"366","366","370","62872958",MERCY HOSPITAL WALDRON,1341 WEST SIXTH STREET,WALDRON,AR,"72958",NOT AVAILABLE,(479) 637-4135,GENERAL ACUTE CARE,OPEN,"24",SCOTT,"5127",USA,34.89455358,-94.105868,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.healthy.arkansas.gov/images/uploads/pdf/hospitals_hfs_.xlsx,2022/01/21,IMAGERY/OTHER,2014/12/02,NOT AVAILABLE,AR4940,NOT AVAILABLE,"5",PROPRIETARY,"-999","24",LEVEL IV,Y,3,1008,4
"367","367","371","9172901",BAPTIST HEALTH - FORT SMITH,1001 TOWSON AVENUE,FORT SMITH,AR,"72901","4921",(479) 441-4000,GENERAL ACUTE CARE,OPEN,"492",SEBASTIAN,"5131",USA,35.37494781,-94.4194573,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.healthy.arkansas.gov/images/uploads/pdf/hospitals_hfs_.xlsx,2022/01/21,IMAGERY/OTHER,2014/03/12,NOT AVAILABLE,AR5600,NOT AVAILABLE,"5",PROPRIETARY,"-999","492",LEVEL III,Y,2,551,3
"368","368","372","62272903",CHRISTUS DUBUIS HOSPITAL OF FORT SMITH,"7301 ROGERS AVENUE, 4TH FLOOR",FORT SMITH,AR,"72903","4100",(479) 314-4900,LONG TERM CARE,OPEN,"25",SEBASTIAN,"5131",USA,35.35586935,-94.35252746,"622310",SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,https://www.healthy.arkansas.gov/images/uploads/pdf/hospitals_hfs_.xlsx,2022/01/21,IMAGERY/OTHER,2014/11/18,NOT AVAILABLE,AR5356,NOT AVAILABLE,"5",NON-PROFIT,"-999","25",NOT AVAILABLE,Y,5,5637,6
"369","369","373","7472901",ENCOMPASS HEALTH REHABILITATION HOSPITAL OF FORT SMITH,1401 SOUTH J STREET,FORT SMITH,AR,"72901","5158",(479) 785-3300,REHABILITATION,OPEN,"80",SEBASTIAN,"5131",USA,35.37394031,-94.41875448,"622310","REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",https://www.healthy.arkansas.gov/images/uploads/pdf/hospitals_hfs_.xlsx,2022/01/21,IMAGERY,2013/09/17,NOT AVAILABLE,AR5514,NOT AVAILABLE,"5",PROPRIETARY,"-999","80",NOT AVAILABLE,Y,5,5637,6
"370","370","374","372903",MERCY HOSPITAL FORT SMITH,7301 ROGERS AVENUE,FORT SMITH,AR,"72903",NOT AVAILABLE,(479) 314-6000,GENERAL ACUTE CARE,OPEN,"336",SEBASTIAN,"5131",USA,35.35586599,-94.35205497,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.healthy.arkansas.gov/images/uploads/pdf/hospitals_hfs_.xlsx,2022/01/21,IMAGERY/OTHER,2014/02/10,http://www.stedwardmercy.com,AR4941,NOT AVAILABLE,"5",NON-PROFIT,"-999","336",LEVEL III,Y,2,551,3
"371","371","375","13772903",MERCY ORTHOPEDIC HOSPITAL FORT SMITH,3601 SOUTH 79TH STREET,FORT SMITH,AR,"72903",NOT AVAILABLE,(479) 314-6000,GENERAL ACUTE CARE,OPEN,"24",SEBASTIAN,"5131",USA,35.34745698,-94.34345322,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.healthy.arkansas.gov/images/uploads/pdf/hospitals_hfs_.xlsx,2022/01/21,IMAGERY/OTHER,2016/03/09,https://www.mercy.net/practice/mercy-orthopedic-hospital-fort-smith,AR5079,NOT AVAILABLE,"5",NON-PROFIT,"-999","24",NOT AVAILABLE,N,5,5637,6
"372","372","376","61972901","SELECT SPECIALTY HOSPITAL - FORT SMITH, INC","1001 TOWSON AVENUE, SIXTH FLOOR",FORT SMITH,AR,"72901",NOT AVAILABLE,(479) 441-3960,GENERAL ACUTE CARE,OPEN,"34",SEBASTIAN,"5131",USA,35.37501657,-94.41973301,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.healthy.arkansas.gov/images/uploads/pdf/hospitals_hfs_.xlsx,2022/01/21,IMAGERY/OTHER,2014/11/18,NOT AVAILABLE,AR4423,NOT AVAILABLE,"5",NOT AVAILABLE,"-999","34",NOT AVAILABLE,Y,5,5637,6
"373","373","377","8272923",VALLEY BEHAVIORAL HEALTH SYSTEM,10301 MAYO DRIVE,BARLING,AR,"72923","1660",(479) 494-5700,PSYCHIATRIC,OPEN,"114",SEBASTIAN,"5131",USA,35.34133753,-94.31306819,"622210",PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://www.healthy.arkansas.gov/images/uploads/pdf/hospitals_hfs_.xlsx,2022/01/21,IMAGERY/OTHER,2014/02/10,http://www.vistahealthservices.com,AR5044,NOT AVAILABLE,"5",PROPRIETARY,"-999","114",NOT AVAILABLE,N,5,5637,6
"374","374","378","1200000",FORREST CITY MEDICAL CENTER,1601 NEWCASTLE ROAD,FORREST CITY,AR,"72335",NOT AVAILABLE,(870) 261-0000,GENERAL ACUTE CARE,OPEN,"118",ST. FRANCIS,"5123",USA,35.04001925,-90.77588392,"622110",GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.healthy.arkansas.gov/images/uploads/pdf/hospitals_hfs_.xlsx,2022/01/21,IMAGERY,2014/03/12,http://www.forrestcitymedicalcenter.com,AR4368,NOT AVAILABLE,"5",PROPRIETARY,"-999","118",LEVEL IV,Y,3,1008,4
